date,total_deaths,deaths_day,cases
2021-03-15,72424,56,3195062
2021-03-16,72565,141,3200024
2021-03-17,72793,228,3206116
2021-03-18,72910,117,3212332
2021-03-19,73068,158,3217605
2021-03-20,73226,158,3221334
2021-03-21,73384,158,3224383
2021-03-22,73543,159,3228803
2021-03-23,73744,201,3234319
2021-03-24,74064,320,3241345
2021-03-25,74420,356,3247738
2021-03-26,75010,590,3255324
2021-03-27,75073,63,3260485
2021-03-28,75136,63,3264705
2021-03-29,75199,63,3270825
2021-03-30,75305,106,3275819
2021-03-31,75459,154,3284353
2021-04-01,75541,82,3291394
2021-04-02,75620,79,3297090
2021-04-03,75698,78,3300965
2021-04-04,75741,43,3306665
2021-04-05,75783,42,3311325
2021-04-06,75911,128,3317948
2021-04-07,76037,126,3326736
2021-04-08,76179,142,3336637
2021-04-09,76328,149,3347512
2021-04-10,76394,66,3353703
2021-04-11,76460,66,3362810
2021-04-12,76525,65,3370256
2021-04-13,76625,100,3376548
2021-04-14,76756,131,3387022
2021-04-15,76882,126,3396685
2021-04-16,76981,99,3407283
2021-04-17,77022,41,3413019
2021-04-18,77062,40,3421456
2021-04-19,77102,40,3428354
2021-04-20,77216,114,3435840
2021-04-21,77364,148,3446072
2021-04-22,77496,132,3456886
2021-04-23,77591,95,3468617
2021-04-24,77640,49,3474020
2021-04-25,77689,49,3481959
2021-04-26,77738,49,3488469
2021-04-27,77855,117,3496134
2021-04-28,77943,88,3504799
2021-04-29,78080,137,3514942
2021-04-30,78216,136,3524077
2021-05-01,78242,26,3528528
2021-05-02,78268,26,3535076
2021-05-03,78293,25,3540430
2021-05-04,78399,106,3544945
2021-05-05,78566,167,3551262
2021-05-06,78726,160,3559222
2021-05-07,78792,66,3567408
2021-05-08,78826,34,3571214
2021-05-09,78860,34,3576813
2021-05-10,78895,35,3581392
2021-05-11,79100,205,3586333
2021-05-12,79208,108,3592751
2021-05-13,79281,73,3598452
2021-05-14,79339,58,3604799
2021-05-15,79370,31,3607810
2021-05-16,79401,31,3612239
2021-05-17,79432,31,3615860
2021-05-18,79502,70,3619848
2021-05-19,79568,66,3625928
2021-05-20,79601,33,3631661
2021-05-21,79620,19,3636453
2021-05-22,79650,30,3639465
2021-05-23,79680,30,3643896
2021-05-24,79711,31,3647520
2021-05-25,79801,90,3652879
2021-05-26,79855,54,3657886
2021-05-27,79888,33,3663176
2021-05-28,79905,17,3668658
2021-05-29,79921,16,3671307
2021-05-30,79937,16,3675204
2021-05-31,79953,16,3678390
2021-06-01,79983,30,3682778
2021-06-02,80049,66,3687762
2021-06-03,80099,50,3693012
2021-06-04,80196,97,3697987
2021-06-05,80209,13,3700583
2021-06-06,80222,13,3704401
2021-06-07,80236,14,3707523
2021-06-08,80309,73,3711027
2021-06-09,80332,23,3715454
2021-06-10,80465,133,3729458
2021-06-11,80501,36,3733600
2021-06-12,80506,5,3735823
2021-06-13,80511,5,3739093
2021-06-14,80517,6,3741767
2021-06-15,80579,62,3745199
2021-06-16,80615,36,3749031
2021-06-17,80634,19,3753228
2021-06-18,80652,18,3757442
2021-06-19,80664,12,3759404
2021-06-20,80676,12,3762291
2021-06-21,80689,13,3764651
2021-06-22,80719,30,3768691
2021-06-23,80748,29,3773032
2021-06-24,80766,18,3777539
2021-06-25,80779,13,3782463
2021-06-26,80782,3,3785234
2021-06-27,80785,3,3789310
2021-06-28,80789,4,3792642
2021-06-29,80829,40,3799733
2021-06-30,80875,46,3808960
2021-07-01,80883,8,3821305
2021-07-02,80911,28,3833868
2021-07-03,80919,8,3842744
2021-07-04,80927,8,3855800
2021-07-05,80934,7,3866475
2021-07-06,80952,18,3880612
2021-07-07,80969,17,3897996
2021-07-08,80997,28,3915313
2021-07-09,81003,6,3937192
2021-07-10,81009,6,3948503
2021-07-11,81015,6,3959814
2021-07-12,81020,5,3971124
2021-07-13,81033,13,4015084
2021-07-14,81043,10,4041474
2021-07-15,81084,41,4069162
2021-07-16,81096,12,4100222
2021-07-17,81104,8,4120765
2021-07-18,81112,8,4141308
2021-07-19,81119,7,4161850
2021-07-20,81148,29,4189136
2021-07-21,81166,18,4219723
2021-07-22,81194,28,4249258
2021-07-23,81221,27,4280429
2021-07-24,81237,16,4300971
2021-07-25,81253,16,4321513
2021-07-26,81268,15,4342054
2021-07-27,81323,55,4368453
2021-07-28,81396,73,4395602
2021-07-29,81442,46,4442291
2021-07-30,81486,44,4447044
2021-07-31,81538,52,4465690
2021-08-01,81590,52,4484336
2021-08-02,81643,53,4502983
2021-08-03,81773,130,4523310
2021-08-04,81844,71,4545184
2021-08-05,81931,87,4566571
2021-08-06,82006,75,4588132
2021-08-07,82046,40,4601345
2021-08-08,82086,40,4614558
2021-08-09,82125,39,4627770
2021-08-10,82227,102,4643450
2021-08-11,82320,93,4660473
2021-08-12,82407,87,4677883
2021-08-13,82470,63,4693540
2021-08-14,82512,42,4702115
2021-08-15,82554,42,4710690
2021-08-16,82595,41,4719266
2021-08-17,82739,144,4733602
2021-08-18,82883,144,4745558
2021-08-19,83004,121,4758003
2021-08-20,83136,132,4770453
2021-08-21,83203,67,4778419
2021-08-22,83270,67,4786385
2021-08-23,83337,67,4794352
2021-08-24,83527,190,4804424
2021-08-25,83690,163,4815205
2021-08-26,83861,171,4822320
2021-08-27,84000,139,4831809
2021-08-28,84049,49,4836972
2021-08-29,84098,49,4842135
2021-08-30,84156,48,4847298
2021-08-31,84340,194,4855065
2021-09-01,84472,132,4861883
2021-09-02,84640,168,4871444
2021-09-03,84795,155,4877755
2021-09-04,84839,44,4880968
2021-09-05,84883,44,4884181
2021-09-06,84928,45,4887394
2021-09-07,85066,138,4892640
2021-09-08,85147,81,4898258
2021-09-09,85218,71,4903021
2021-09-10,85290,72,4907461
2021-09-11,85324,34,4910062
2021-09-12,85358,34,4912663
2021-09-13,85393,35,4915265
2021-09-14,85548,155,4918526
2021-09-15,85638,90,4922249
2021-09-16,85739,101,4926324
2021-09-17,85783,44,4929546
2021-09-18,85822,39,4931542
2021-09-19,85861,39,4933538
2021-09-20,85901,40,4935534
2021-09-21,85983,82,4937984
2021-09-22,86085,102,4940824
2021-09-23,86185,100,4943855
2021-09-24,86229,44,4946601
2021-09-25,86252,23,4948281
2021-09-26,86275,23,4949961
2021-09-27,86298,23,4951640
2021-09-28,86358,60,4953930
2021-09-29,86397,39,4956691
2021-09-30,86415,18,4959091
2021-10-01,86463,48,4961128
2021-10-02,86484,21,4962552
2021-10-03,86505,21,4963976
2021-10-04,86527,22,4965399
2021-10-05,86621,94,4967200
2021-10-06,86678,57,4969503
2021-10-07,86701,23,4971310
2021-10-08,86778,77,4973619
2021-10-09,86794,16,4974895
2021-10-10,86810,16,4976171
2021-10-11,86827,17,4977448
2021-10-12,86827,0,4977448
2021-10-13,86869,42,4980206
2021-10-14,86917,48,4982138
2021-10-15,86974,57,4984386
2021-10-16,86993,19,4985883
2021-10-17,87012,19,4987380
2021-10-18,87030,18,4988878
2021-10-19,87051,21,4990767
2021-10-20,87082,31,4993295
2021-10-21,87102,20,4995176
2021-10-22,87132,30,4997732
2021-10-23,87150,18,4999227
2021-10-24,87168,18,5000722
2021-10-25,87186,18,5002217
2021-10-26,87238,52,5004143
2021-10-27,87289,51,5006675
2021-10-28,87322,33,5008887
2021-10-29,87368,46,5011148
2021-10-30,87382,14,5012603
2021-10-31,87396,14,5014058
2021-11-01,87410,14,5015513
2021-11-02,87423,13,5016968
2021-11-03,87462,39,5019255
2021-11-04,87477,15,5022546
2021-11-05,87504,27,5025639
2021-11-06,87522,18,5027778
2021-11-07,87540,18,5029917
2021-11-08,87558,18,5032056
2021-11-09,87584,26,5034923
2021-11-10,87617,33,5038517
2021-11-11,87647,30,5042803
2021-11-12,87673,26,5047156
2021-11-13,87687,14,5050422
2021-11-14,87701,14,5053688
2021-11-15,87716,15,5056954
2021-11-16,87745,29,5061045
2021-11-17,87775,30,5067712
2021-11-18,87804,29,5074027
2021-11-19,87810,6,5080663
2021-11-20,87817,7,5085995
2021-11-21,87824,7,5091247
2021-11-22,87832,8,5096538
2021-11-23,87866,34,5103315
2021-11-24,87904,38,5111842
2021-11-25,87931,27,5121100
2021-11-26,87955,24,5131012
2021-11-27,87973,18,5138649
2021-11-28,87991,18,5146286
2021-11-29,88008,17,5153923
2021-11-30,88052,44,5164184
2021-12-01,88080,28,5174720
2021-12-02,88122,42,5189220
2021-12-03,88159,37,5202958
2021-12-04,88179,20,5213910
2021-12-05,88199,20,5224862
2021-12-06,88219,20,5235814
2021-12-07,88237,18,5246766
2021-12-08,88271,34,5259221
2021-12-09,88321,50,5273178
2021-12-10,88381,60,5290190
2021-12-11,88415,34,5306791
2021-12-12,88449,34,5323392
2021-12-13,88484,35,5339992
2021-12-14,88542,58,5366128
2021-12-15,88619,77,5393268
2021-12-16,88667,48,5422168
2021-12-17,88708,41,5455527
2021-12-18,88736,28,5482095
2021-12-19,88764,28,5508663
2021-12-20,88793,29,5535231
2021-12-21,88887,94,5585054
2021-12-22,88937,50,5645095
2021-12-23,89019,82,5718007
2021-12-24,89049,30,5771662
2021-12-25,89079,30,5825317
2021-12-26,89109,30,5878972
2021-12-27,89139,30,5718007
2021-12-28,89253,114,6032297
2021-12-29,89331,78,6133057
2021-12-30,89405,74,6294745
2021-12-31,89447,42,6387937
2022-01-01,89489,42,6481129
2022-01-02,89531,42,6574321
2022-01-03,89573,42,6667511
2022-01-04,89689,116,6566947
2022-01-05,89837,148,6922466
2022-01-06,89837,0,6922466
2022-01-07,89934,97,7164906
2022-01-08,90001,67,7262371
2022-01-09,90068,67,7359836
2022-01-10,90136,68,7457300
2022-01-11,90383,247,7592242
2022-01-12,90508,125,7771367
2022-01-13,90620,112,7930528
2022-01-14,90759,139,8093036
2022-01-15,90837,78,8203525
2022-01-16,90915,78,8314014
2022-01-17,90993,78,8424503
2022-01-18,91277,284,8518975
2022-01-19,91437,160,8676916
2022-01-20,91599,162,8834363
2022-01-21,91741,142,8975458
2022-01-22,91825,84,9077269
2022-01-23,91909,84,9179080
2022-01-24,91994,85,9280890
2022-01-25,92376,382,9395767
2022-01-26,92591,215,9529230
2022-01-27,92767,176,9660208
2022-01-28,92966,199,9779130
2022-01-29,93052,86,9839838
2022-01-30,93138,86,9900546
2022-01-31,93225,87,9961253
2022-02-01,93633,408,10039126
2022-02-02,93857,224,10125348
2022-02-03,94040,183,10199716
2022-02-04,94235,195,10274653
2022-02-05,94347,112,10314926
2022-02-06,94459,112,10355199
2022-02-07,94570,111,10395471
2022-02-08,94931,361,10439302
2022-02-09,95213,282,10502141
2022-02-10,95606,393,10555196
2022-02-11,95995,389,10604200
2022-02-12,96195,200,10627102
2022-02-13,96395,200,10650004
2022-02-14,96596,201,10672906
2022-02-15,96906,310,10707286
2022-02-16,97350,444,10744394
2022-02-17,97710,360,10778607
2022-02-18,97998,288,10809222
2022-02-19,98153,155,10825481
2022-02-20,98308,155,10841740
2022-02-21,98462,154,10858000
2022-02-22,98635,173,10880194
2022-02-23,98936,301,10914105
2022-02-24,99162,226,10949997
2022-02-25,99410,248,10977524
2022-02-26,99528,118,10992164
2022-02-27,99646,118,11006804
2022-02-28,99764,118,11021444
2022-03-01,99883,119,11036085
2022-03-02,100037,154,11054888
2022-03-03,100239,202,11078028
2022-03-04,100431,192,11100428
2022-03-05,100479,48,11112427
2022-03-06,100527,48,11124426
2022-03-07,100574,47,11136425
2022-03-08,100859,285,11159574
2022-03-09,100992,133,11181510
